Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.904	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.993	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.1270	3.2.1.96:8|3.2.1.52:4	-	GH18_e42	GH18	Y(1-44)	2	GH18	Endo-beta-N-acetylglucosaminidase-2 (GH18)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.176	-	-	GH23_e115	GH23	N	2	GH23	hypothetical protein	-
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.859	-	-	GH23_e314	GH0	Y(1-31)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.967	-	-	GH23_e487	GH0	N	2	GH23,GH0	putative secreted protein	-
Bifidobacterium longum subsp. infantis IN-F29	fig|1682.29	fig|1682.29.peg.522	-	-	GH23_e447	GH23	Y(1-28)	2	GH23	hypothetical protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.10	3.2.1.23:35	GH2(45-932)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1064	3.2.1.49:1	GH129(3-627)	GH129_e0	GH129	N	3	GH129	Alpha-N-acetylgalactosaminidase (GH129)	O-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1135	3.2.1.-:2	GH125(27-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1138	-	GH85(104-454)	GH85_e2	GH85	Y(1-20)	3	GH85	Putative endo-beta-N-acetylglucosaminidase (GH85)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1139	-	GH3(101-322)	GH3_e229	GH3	N	3	GH3	Putative N-glycan glycoside hydrolase (GH3)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.114	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1140	3.2.1.25:5	GH5_18(15-294)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1144	3.2.1.24:5	GH38(270-522)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1145	3.2.1.24:5	GH38(267-521)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-1 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.123	3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1	GH1(3-464)	GH1_e113	GH1	N	3	GH1	Beta-glucosidase-1 (GH1)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1247	-	CE9(65-421)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.127	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1288	3.2.1.-:3|3.2.1.63:2	GH95(2-760)	GH95_e1	GH95	N	3	GH95	Alpha-1,2-L-fucosidase (GH95)	HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.132	2.4.1.25:4	GH77(193-716)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1325	3.2.1.26:6	GH32(44-352)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.133	-	GH13(15-412)	GH13_e57	GH13_44	N	3	GH13_44	Alpha-1,4-glucosidase (GH13_44)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.139	3.2.1.1:5|3.2.1.116:1	GH13_32(77-354)	GH13_e240	GH13_32	Y(1-35)	3	GH13_32	Putative extracellular alpha-amylase (GH13_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1428	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(58-366)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1431	3.2.1.21:6	GH3(81-313)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1446	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase for Trp catabolism	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1462	3.2.1.20:2	GH13_30(4-282)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1546	3.2.1.23:35	GH2(46-924)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1551	3.2.1.52:2	GH20(135-449)	GH20_e1	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	N-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1586	2.4.1.211:13	GH112(4-748)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1655	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(230-598)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1658	2.4.1.25:4	GH77(189-699)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1663	3.2.1.21:4	GH1(6-387)	GH1_e38	GH1	N	3	GH1	Beta-glucosidase-2 (GH1)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.177	3.2.1.18:1	GH33(318-743)	GH33_e24	GH33	N	3	GH33	Alpha-2,3/6-sialidase (GH33)	HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1826	-	GH25(240-426)	GH25_e221	GH25	Y(1-34)	3	GH25	Choline binding protein A	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1840	-	GH43_34(35-309)	GH43_e120	GH43_34	N	3	GH43_34	endo-1,4-beta-xylanase	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1845	3.2.1.23:6	GH42(32-402)	GH42_e29	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1883	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-412)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1888	3.2.1.22:8	GH36(38-717)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1922	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(25-245)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1926	-	GH3(688-876)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.22	-	GH32(11-291)	GH32_e121	GH32	N	3	GH32	Putative beta-fructofuranosidase-1 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.24	-	GH31(203-632)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase-2 (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.27	3.2.1.20:2	GH13_30(24-253)	GH13_e234	GH13_30	N	3	GH13_30	hypothetical protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.273	-	GH13_3(318-536)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.36	-	GH172(87-347)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.372	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.374	3.2.1.89:17|3.2.1.89:6	GH53(53-429)+CBM61(524-666)	GH53_e14+CBM61_e15	CBM61+GH53	Y(1-31)	3	GH53	Extracellular endo-beta-1,4/3-galactanase (GH53)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.482	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.512	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-413)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.698	-	GH3(138-360)	GH3_e11	GH3	N	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.726	2.4.1.18:57|2.4.1.18:14	GH13_9(300-600)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.744	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.754	-|-|-	GH25(7-179)	GH25_e75+CBM50_e433+CBM50_e433	CBM50+GH25	N	3	GH25	putative lysin	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.830	-	CE9(12-397)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase involved in GlcNAc-6S utilization (EC 3.5.1.25)	N-Acetylglucosamine sulfate utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.849	-	GH13_20(39-322)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.426	-	-	GH23_e487	GH23	N	2	GH23	FIG00672571: hypothetical protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1523	-	-	GH23_e49	GH23	Y(1-20)	2	GH23	Immunogenic secreted protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.1929	-	-	GH23_e314	GH0	Y(1-37)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.263	-	-	GH36_e7	GH36	N	2	GH36	Predicted glycoside hydrolase	-
Bifidobacterium breve JCM 7017	fig|1385939.3	fig|1385939.3.peg.598	-|-	-	GH18_e376+CBM5_e107	CBM5+GH18	Y(1-18)	2	GH18	GH18-family glycosyl hydrolase, related to Chitinases and Endo-beta-N-acetylglucosaminidases	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1	-	GH3(188-390)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1012	-	CE20(92-214)+CE20(393-516)	CE20_e33	CE20	N	3	CE20	Putative XOS/AXOS acetyl or feruloyl esterase-2 (CE20)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1014	3.2.1.8:2|3.2.1.8:2	GH10(58-393)+CBM9(583-759)	GH10_e137+CBM9_e2	CBM9+GH10	Y(1-41)	3	GH10	Endo-beta-1,4-xylanase (GH10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1016	3.2.1.156:5	GH8(49-367)	GH8_e36	GH8	N	3	GH8	Reducing end xylose-releasing exo-oligoxylanase-2 (GH8)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.103	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.105	-	GH13(26-360)	GH13_e57	GH13_44	N	3	GH13_44	Putative alpha-glucosidase (GH13_44)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.114	-	CE20(122-435)	CE20_e44	CE20	N	3	CE20	Putative carbohydrate esterase (CE20)	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1378	-	GH3(666-876)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1394	3.2.1.26:6	GH32(44-351)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1444	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-413)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1451	3.2.1.22:8	GH36(33-709)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1473	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(32-252)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-1 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1477	3.2.1.40:1|3.2.1.40:8|3.1.1.73:2	CBM67(142-314)+GH78(349-869)	CBM67_e28+GH78_e80	GH78	N	3	GH78	Flavonoid/ginsenoside alpha-rhamnosidase (GH78)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1483	3.2.1.21:6	GH3(79-310)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1488	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(59-351)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1489	-|-	GH43_11(3-313)+CBM91(342-541)	GH43_e1+CBM91_e3	GH43_11	N	3	GH43_11	Putative flavonoid/ginsenoside beta-xylosidase (GH43_11)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1490	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(52-370)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1491	3.2.1.55:4	GH51(4-514)	GH51_e1	GH51	N	3	GH51	Putative flavonoid/ginsenoside alpha-L-arabinofuranosidase (GH51)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1494	3.2.1.37:1	GH30_2(36-445)	GH30_e60	GH30_2	N	3	GH30_2	Flavonoid/ginsenoside beta-xylosidase (GH30)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1497	3.2.1.-:1	GH42(15-385)	GH42_e0	GH42	N	3	GH42	Flavonoid/ginsenoside alpha-L-arabinopyranosidase (GH42)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1513	-	GH109(5-162)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1521	3.2.1.24:5	GH38(269-521)	GH38_e38	GH38	N	3	GH38	Alpha-mannosidase (GH38)	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1571	-	GH31(195-631)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1621	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1622	-	GH35(44-397)	GH35_e16	GH35	N	3	GH35	Putative beta-galactosidase (GH35)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1662	-|-|-	GH25(37-209)	GH25_e75+CBM50_e433+CBM50_e872	CBM50+GH25	Y(1-33)	3	GH25	putative lysin	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1718	-	GH13_3(295-513)	GH13_e41	GH13_3	Y(1-11)	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1776	-	GH25(193-379)	GH25_e221	GH25	Y(1-31)	3	GH25	hypothetical protein	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1778	-	CE20(156-407)	CE20_e8	CE20	Y(1-33)	3	CE20	hypothetical protein	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1788	3.2.1.88:2	GH36(140-673)	GH36_e35	GH36	N	3	GH36	Beta-L-arabinopyranosidase (GH36)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1790	3.2.1.185:2	GH127(18-609)	GH127_e0	GH127	N	3	GH127	Putative beta-L-arabinofuranosidase (GH127)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1799	-	GH172(114-374)	GH172_e0	GH172	N	3	GH172	hypothetical protein	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1807	-	CE9(34-428)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria; Sialic acid utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1809	3.2.1.52:2	GH20(136-451)	GH20_e1	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	N-acetylglucosamine utilization in bifidobacteria; N-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1814	-	GH2(71-572)	GH2_e128	GH2	N	3	GH2	Putative beta-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1831	2.4.1.25:4	GH77(181-703)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.1837	3.2.1.20:2	GH13_30(37-403)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.192	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(25-245)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.199	3.2.1.23:35	GH2(22-903)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.208	-	GH43_27(2-167)	GH43_e251	GH43_27	N	3	GH43_27	hypothetical protein	-
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.331	-	GH13_4(85-482)	GH13_e4	GH13_4	N	3	GH13_4	Amylosucrase (EC 2.4.1.4)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.375	3.2.1.37:1|3.2.1.55:1|-	GH43_27(281-578)	GH43_e243+GH43_e251	GH43_27	N	3	GH43_27	Putative alpha-L-arabinofuranosidase (GH43_27)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.381	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-1 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.383	3.2.1.37:3|-	GH120(320-409)	GH120_e0+GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium catenulatum subsp. catenulatum 1899B	fig|1686.6	fig|1686.6.peg.384	3.2.1.156:5	GH8(54-371)	GH8_e36	GH8	N	3	GH8	Reducing end xylose-releasing exo-oligoxylanase-1 (GH8)	Xylose and xyloside utilization in bifidobacteria
