seed_id	annotation
fig|630129.38.peg.112	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1
fig|630129.38.peg.111	Transcriptional regulator, MarR family
fig|630129.38.peg.110	possible oxidoreductase of the aldo/keto reductase family
fig|630129.38.peg.109	Sulfur carrier protein ThiS
fig|630129.38.peg.108	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)
fig|630129.38.peg.107	Thiazole synthase (EC 2.8.1.10)
fig|630129.38.peg.106	Uncharacterized amino acid permease, GabP family
fig|630129.38.peg.105	hypothetical protein
fig|630129.38.peg.104	hypothetical protein
fig|630129.38.peg.103	hypothetical protein
fig|630129.38.peg.102	Sortase A, LPXTG specific
fig|630129.38.peg.101	hypothetical protein
fig|630129.38.peg.100	hypothetical protein
fig|630129.38.peg.99	large transmembrane protein possibly involved in transport
fig|630129.38.peg.98	Aromatic amino acid transport protein AroP
fig|630129.38.peg.97	Predicted transcriptional regulator of beta-mannose-oligosaccharide utilization (LacI family)
fig|630129.38.peg.96	hypothetical protein
fig|630129.38.peg.95	Transcriptional regulator
fig|630129.38.peg.94	hypothetical protein
fig|630129.38.peg.93	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)
fig|630129.38.peg.92	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)
fig|630129.38.peg.91	hypothetical protein
fig|630129.38.peg.90	Uncharacterized MFS-type transporter
fig|630129.38.peg.89	hypothetical protein
fig|630129.38.peg.88	Putative sucrose MFS permease (TC 2.A.1.2)
fig|630129.38.peg.87	hypothetical protein
fig|630129.38.peg.86	Sucrose phosphorylase (EC 2.4.1.7)
fig|630129.38.peg.85	hypothetical protein
fig|630129.38.peg.84	Putative transcriptional regulator of sucrose utilization (LacI family)
fig|630129.38.peg.83	hypothetical protein
fig|630129.38.peg.82	Fluoride ion transporter CrcB
fig|630129.38.peg.81	Fluoride ion transporter CrcB
fig|630129.38.peg.80	Voltage-gated H(+)/2Cl(-) exchange transporter ClcA
fig|630129.38.peg.79	Adenylosuccinate synthetase (EC 6.3.4.4)
fig|630129.38.peg.78	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
fig|630129.38.peg.77	Phage infection protein
fig|630129.38.peg.76	hypothetical protein
fig|630129.38.peg.75	Permease of the drug/metabolite transporter (DMT) superfamily
fig|630129.38.peg.74	hypothetical protein
fig|630129.38.peg.73	hypothetical protein
fig|630129.38.peg.72	hypothetical protein
fig|630129.38.peg.71	hypothetical protein
fig|630129.38.peg.70	hypothetical protein
fig|630129.38.peg.69	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
fig|630129.38.peg.68	Abi-like
fig|630129.38.peg.67	Type I restriction-modification system, specificity subunit S
fig|630129.38.peg.66	hypothetical protein
fig|630129.38.peg.65	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
fig|630129.38.peg.64	hypothetical protein
fig|630129.38.peg.63	Integrase
fig|630129.38.peg.62	Peptidase M48, Ste24p precursor
fig|630129.38.peg.61	Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)
fig|630129.38.peg.60	L-asparagine permease
fig|630129.38.peg.59	L-asparaginase I, cytoplasmic (EC 3.5.1.1)
fig|630129.38.peg.58	probable cation-transporting ATPase V
fig|630129.38.peg.57	FIG00672241: Uncharacterized peptidase
fig|630129.38.peg.56	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)
fig|630129.38.peg.55	putative two-component system response regulator
fig|630129.38.peg.54	hypothetical protein
fig|630129.38.peg.53	hypothetical protein
fig|630129.38.peg.52	hypothetical protein
fig|630129.38.peg.51	hypothetical protein
fig|630129.38.peg.50	Lysophospholipase L2 (EC 3.1.1.5)
fig|630129.38.peg.49	hypothetical protein
fig|630129.38.peg.48	Two-component system response regulator protein
fig|630129.38.peg.47	hypothetical protein
fig|630129.38.peg.46	Peptidase
fig|630129.38.peg.45	FIG00824290: FHA domain protein
fig|630129.38.peg.44	FHA-domain-containing protein
fig|630129.38.peg.43	Serine/threonine phosphatase PPP (EC 3.1.3.16)
fig|630129.38.peg.42	FtsW-like cell division membrane protein CA_C0505
fig|630129.38.peg.41	FtsI-like cell elongation transpeptidase
fig|630129.38.peg.40	Serine/threonine-protein kinase PknA (EC 2.7.11.1)
fig|630129.38.peg.39	Serine/threonine-protein kinase PknB (EC 2.7.11.1)
fig|630129.38.peg.38	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) / Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)
fig|630129.38.peg.37	Sortase (surface protein transpeptidase)
fig|630129.38.peg.36	FIG215594: Membrane spanning protein
fig|630129.38.peg.35	FIG018426: putative septation inhibitor protein
fig|630129.38.peg.34	hypothetical protein
fig|630129.38.peg.33	FIG056164: rhomboid family serine protease
fig|630129.38.peg.32	hypothetical protein
fig|630129.38.peg.31	Glycogen phosphorylase (EC 2.4.1.1)
fig|630129.38.peg.30	Uncharacterized protein MSMEG_5817
fig|630129.38.peg.29	Uncharacterized protein SCO4088 / Domain of unknown function
fig|630129.38.peg.28	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
fig|630129.38.peg.27	Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter
fig|630129.38.peg.26	hypothetical protein
fig|630129.38.peg.25	Integral membrane protein
fig|630129.38.peg.24	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)
fig|630129.38.peg.23	Carbonic anhydrase, beta class (EC 4.2.1.1)
fig|630129.38.peg.22	Predicted ATPase (AAA+ superfamily)
fig|630129.38.peg.21	Hemolysins and related proteins containing CBS domains
fig|630129.38.peg.20	L-lactate dehydrogenase (EC 1.1.1.27)
fig|630129.38.peg.19	hypothetical protein
fig|630129.38.peg.18	hypothetical protein
fig|630129.38.peg.17	phage integrase family protein
fig|630129.38.peg.16	hypothetical protein
fig|630129.38.peg.15	hypothetical protein
fig|630129.38.peg.14	hypothetical protein
fig|630129.38.peg.13	hypothetical protein
fig|630129.38.peg.12	hypothetical protein
fig|630129.38.peg.11	Modification methylase XamI (Adenine-specific methyltransferase XamI) (M.XamI)
fig|630129.38.peg.10	hypothetical protein
fig|630129.38.peg.9	Large-conductance mechanosensitive channel
fig|630129.38.peg.8	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)
fig|630129.38.peg.7	FIG187021: hypothetical protein
fig|630129.38.peg.6	DNA gyrase subunit A (EC 5.99.1.3)
fig|630129.38.peg.5	DNA gyrase subunit B (EC 5.99.1.3)
fig|630129.38.peg.4	Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives
fig|630129.38.peg.3	DNA recombination and repair protein RecF
fig|630129.38.peg.2	DNA polymerase III beta subunit (EC 2.7.7.7)
fig|630129.38.peg.1	Chromosomal replication initiator protein DnaA

