mcSEED_subsystem	name	alt_names	annotation	dupl_subsystem	dupl_homolog	phenotype	pathway	type	classification	additional_classification	function	regulon	evidence	PMID	example_id_mcSEED	example_locus_tag	additional_info
Maltose and starch utilization	MalR6	NA	Maltodextrin utilization transcriptional regulator MalR6, LacI family	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	regulator	LacI	NA	Predicted to regulate the expression of agl13A	MalR6	predicted_new	NA	fig|326426.4.peg.124	Bbr_0112	NA
Maltose and starch utilization	MalE	NA	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds maltose in vitro	MalR1	characterized	21423604	fig|391904.5.peg.2457	Blon_2444	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated on maltose and maltotriose (PMID: 23663691)
Maltose and starch utilization	MalF	NA	Maltose/maltodextrin ABC transporter, permease protein MalF	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR1	predicted	NA	fig|391904.5.peg.2455	Blon_2442	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated on maltose and maltotriose (PMID: 23663691)
Maltose and starch utilization	MalG	NA	Maltose/maltodextrin ABC transporter, permease protein MalG	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR1	predicted	NA	fig|391904.5.peg.2454	Blon_2441	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated on maltose and maltotriose (PMID: 23663691)
Maltose and starch utilization	MalR1	NA	Maltodextrin utilization transcriptional regulator MalR1, LacI family	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in maltose and maltooligosaccharide utilization	MalR1	characterized	26903998;31780796	fig|391904.5.peg.2456	Blon_2443	Global regulator of central carbohydrate metabolism genes in B. breve UCC2003 (PMID: 31780796)
Maltose and starch utilization	Agl13C	NA	Alpha-1,4-glucosidase (GH13_44)	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	CAZyme	GH13_44	intracellular	Releases terminal alpha-1,4-linked glucose (D-Glcp) residues from maltose, maltotriose, maltotetraose, and maltopentaose	MalR3	characterized	34124938	fig|1680.4.peg.1498	BADO_1447	NA
Maltose and starch utilization	PulA	NA	Pullulanase (GH13_14)	NA	NA	NA	Glycogen metabolism	CAZyme	GH13_14	intracellular	Predicted to cleave alpha-1,6-glycosidic linkages in pullulan, amylopectin, and glycogen	MalR3	predicted	NA	fig|1680.4.peg.1502	BADO_1451	Gene in Bifidobacterium adolescentis 22L is upregulated on starch (PMID: 25063659)
Maltose and starch utilization	MalQ	MalQ1	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	NA	NA	NA	Glycogen metabolism	CAZyme	GH77;EC 2.4.1.25	NA	Predicted to transfer a segment of alpha-1,4-glucan to a new position in an acceptor, which may be glucose or another alpha-1,4-glucan	MalR3	predicted	NA	fig|1680.4.peg.1497	BADO_1446	NA
Maltose and starch utilization	MalE3	MalE1	Putative maltose and maltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	predicted	NA	fig|326426.4.peg.130	Bbr_0118	NA
Maltose and starch utilization	MalF3	MalF1	Putative maltose and maltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	predicted	NA	fig|326426.4.peg.131	Bbr_0119	NA
Maltose and starch utilization	MalG3	MalG1	Putative maltose and maltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport maltose and maltooligosaccharides	MalR3	predicted	NA	fig|326426.4.peg.132	Bbr_0120	NA
Maltose and starch utilization	MalR3	NA	Maltodextrin utilization transcriptional regulator MalR3, LacI family	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in maltose and maltooligosaccharide utilization	MalR3	predicted	26903998	fig|326426.4.peg.134	Bbr_0122	NA
Maltose and starch utilization	MalQ2	NA	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	NA	NA	NA	Glycogen metabolism	CAZyme	GH77;EC 2.4.1.25	NA	Predicted to transfer a segment of alpha-1,4-glucan to a new position in an acceptor, which may be glucose or another alpha-1,4-glucan	NA	predicted	NA	fig|326426.4.peg.1769	Bbr_1650	NA
Maltose and starch utilization	GlgX	NA	Putative glycogen debranching enzyme (GH13_11)	NA	NA	NA	Glycogen metabolism	CAZyme	GH13_11	intracellular	Predicted to remove maltotriose and maltotetraose chains that are attached by a(1-6) glycosidic bond to the limit dextrin main chain, generating a debranched limit dextrin	NA	predicted	NA	fig|206672.9.peg.684	BL0982	46% seq. identity with characterized Limit dextrin alpha-1,6-maltotetraose-hydrolase from Escherichia coli (PMID: 20187119)
Maltose and starch utilization	GlgX2	NA	Putative glycogen debranching enzyme-2 (GH13_11)	NA	NA	NA	Glycogen metabolism	CAZyme	GH13_11	intracellular	Predicted to remove maltotriose and maltotetraose chains that are attached by a(1-6) glycosidic bond to the limit dextrin main chain, generating a debranched limit dextrin	NA	predicted	NA	fig|326426.4.peg.1766	Bbr_1647	NA
Maltose and starch utilization	GlgB	NA	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	NA	NA	NA	Glycogen metabolism	CAZyme	GH13_9	intracellular	Predicted to catalyze the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position	NA	predicted	NA	fig|401473.3.peg.856	BDP_0893	54% seq. identity with characterized 1,4-alpha-glucan branching enzyme GlgB from Mycolicibacterium smegmatis (PMID: 20305657)
Maltose and starch utilization	GlgP	NA	Glycogen phosphorylase (EC 2.4.1.1)	NA	NA	NA	Glycogen metabolism	CAZyme	GT35;EC 2.4.1.1	intracellular	Predicted to catalyze the phosphorolysis of alpha-1,4-glucosidic linkages in glycogen	MalR1 OR MalR3	predicted	NA	fig|1680.4.peg.21	BADO_0020	46% seq. identity with characterized glycogen phosphorylase from Escherichia coli (PMID: 16816199). Gene in Bifidobacterium adolescentis 22L is upregulated on starch (PMID: 25063659)
Maltose and starch utilization	Amy13A	BiLA	Cytoplasmic alpha-amylase (EC 3.2.1.1)	NA	d	NA	Glycogen metabolism	CAZyme	GH13_3	intracellular	Releases maltooligosaccharides (DP1-4) from amylose, amylopectin, starch, glycogen, pullulan, and maltooligosaccharides. Does not completely hydrolyze maltooligosaccharides with DP<4	NA	characterized	26979859	fig|565042.3.peg.737	BLLJ_0710	NA
Maltose and starch utilization	Amy13A	NA	Cytoplasmic alpha-amylase (EC 3.2.1.1)	NA	d	NA	Glycogen metabolism	CAZyme	GH13_3	intracellular	Predicted to cleave internal alpha-1,4-glycosidic bonds	NA	predicted	NA	fig|1679.9.peg.232	B8809_0213	NA
Maltose and starch utilization	Amy13B	NA	Putative extracellular alpha-amylase (GH13_32)	NA	NA	ST	Starch degradation	CAZyme	GH13_32	extracellular	Predicted to cleave internal alpha-1,4-glycosidic bonds	NA	predicted	NA	fig|367928.6.peg.764	BAD_0707	48% seq. identity with the N-terminal (amylase) domain of ApuB
Maltose and starch utilization	ApuB	NA	Extracellular type II bifunctional pullulanase (GH13_14_32)	NA	d	ST	Starch degradation	CAZyme	GH13_14;GH13_32	extracellular	The N-terminal GH13_32 (amylase) domain releases maltooligosaccharides, preferentially maltotriose, from starch, amylopectin, and glycogen by cleaving internal alpha-1,4-glycosidic bonds. The C-terminal GH13_14 (pullulanase) domain releases maltotriose from pullulan by cleaving alpha-1,6-glycosidic bonds	MalR3	characterized	18689518	fig|326426.4.peg.135	Bbr_0123	Knockout of the gene abolishes the growth of Bifidobacterium breve UCC2003 on starch, amylopectin, glycogen, and pullulan. Gene in Bifidobacterium adolescentis 22L is upregulated on starch (PMID: 25063659)
Maltose and starch utilization	ApuB	NA	Extracellular type II bifunctional pullulanase (GH13_14_32)	NA	d	ST	Starch degradation	CAZyme	GH13_14;GH13_32	extracellular	The N-terminal GH13_32 (amylase) domain releases maltotriose from starch, amylopectin, and glycogen by cleaving alpha-1,4-glycosidic bonds. The C-terminal GH13_14 (pullulanase) domain releases maltotriose from pullulan by cleaving alpha-1,6-glycosidic bonds	NA	characterized	34740684	fig|1680.178.peg.866	CV760_04245	NA
Maltose and starch utilization	PRSD1	NA	Extracellular RS-degrading alpha-amylase-1 (GH13_28)	NA	NA	ST;RST	Starch degradation;Resistant starch degradation	CAZyme	GH13_28	extracellular	Releases glucose (D-Glcp), maltose, and maltotriose from amylose and soluble starch by cleaving internal alpha-1,4- glycosidic bonds. Degrades resistant starch granules (high amylose corn starch)	NA	characterized	32479932	fig|1680.178.peg.1611	CV760_07855	Gene in Bifidobacterium adolescentis 22L is upregulated on starch (PMID: 25063659)
Maltose and starch utilization	PRSD2	NA	Extracellular RS-degrading alpha-amylase-2 (GH13_28)	NA	NA	ST;RST	Starch degradation;Resistant starch degradation	CAZyme	GH13_28	extracellular	Releases glucose (D-Glcp), maltose, and maltotriose from amylose and soluble starch by cleaving internal alpha-1,4- glycosidic bonds. Degrades resistant starch granules with high efficiency (high amylose corn starch)	NA	characterized	32479932	fig|1680.178.peg.1631	CV760_07940	NA
Maltose and starch utilization	PRSD3	NA	Extracellular RS-degrading alpha-amylase-3 (GH13_28)	NA	NA	ST;RST	Starch degradation;Resistant starch degradation	CAZyme	GH13_28	extracellular	Releases glucose (D-Glcp), maltose, and maltotriose from amylose and soluble starch by cleaving internal alpha-1,4- glycosidic bonds. Degrades resistant starch granules (high amylose corn starch)	NA	characterized	32479932	fig|1680.178.peg.1632	CV760_07945	Gene in Bifidobacterium adolescentis 22L is upregulated on starch (PMID: 25063659)
Maltose and starch utilization	MalK	NA	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	NA	NA	Mal;MOS	Maltose utilization;Maltooligosaccharides utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to energize multiple ABC transporters in the cell	NA	predicted	NA	fig|391904.5.peg.2488	Blon_2475	NA
Alpha-glucoside utilization	Agl13_31	Agl1	Alpha-1,6-glucosidase (GH13_31)	NA	d	IMO	Panose and isomaltooligosaccharide utilization	CAZyme	GH13_31	intracellular	Releases terminal alpha-1,6-linked glucose (D-Glcp) residues from panose, isomaltose, and isomaltotriose	MelR1	characterized	19114534	fig|326426.4.peg.1999	Bbr_1855	NA
Alpha-glucoside utilization	Agl13_31	Agl2	Alpha-1,6-glucosidase (GH13_31)	NA	d	IMO	Panose and isomaltooligosaccharide utilization	CAZyme	GH13_31	intracellular	Releases terminal alpha-1,6-linked glucose (D-Glcp) residues from panose, isomaltose, and isomaltotriose	ImoR2	characterized	19114534	fig|326426.4.peg.606	Bbr_0559	NA
Alpha-glucoside utilization	Agl13_31	AglA	Alpha-1,6-glucosidase (GH13_31)	NA	d	IMO	Panose and isomaltooligosaccharide utilization	CAZyme	GH13_31	intracellular	Releases terminal alpha-1,6-linked glucose (D-Glcp) residues from isomaltose and isomaltotriose	NA	characterized	12658515	fig|367928.6.peg.1653	BAD_1571	NA
Alpha-glucoside utilization	MelD	NA	Alpha-1,2/3/4-glucosidase (GH13_30)	NA	NA	Mlz	Melezitose utilization	CAZyme	GH13_30	intracellular	Releases terminal alpha-1,2/3-linked glucose (D-Glcp) residues from melezitose, turanose, and sucrose	MelR1	characterized	23913435	fig|326426.4.peg.2001	Bbr_1857	Gene in Bifidobacterium breve UCC2003 is upregulated on melezitose. Knockout of the gene decreases the growth of Bifidobacterium breve UCC2003 on melezitose (PMID: 23913435)
Alpha-glucoside utilization	MelE	NA	Alpha-1,3/4-galactosidase (GH36)	NA	NA	Mlz	Melezitose utilization	CAZyme	GH36	intracellular	Releases terminal alpha-1,3/4-linked galactose (D-Galp) residues from alpha-galactobiose; does not cleave alpha-1,6-glycosidic bonds	MelR1	characterized	23913435	fig|326426.4.peg.2000	Bbr_1856	Gene in Bifidobacterium breve UCC2003 is upregulated on melezitose (PMID: 23913435)
Alpha-glucoside utilization	ImoA	BlG16BP;Balac_1599	Panose/isomaltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1.53)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds panose (preferential) and isomaltooligosaccharides (DP2-7) in vitro	RafR	characterized	27502277	fig|580050.3.peg.1578	Balac_1599	NA
Alpha-glucoside utilization	ImoB	Balac_1598	Panose/isomaltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1.53)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports panose and isomaltooligosaccharides	RafR	characterized	27502277	fig|580050.3.peg.1577	Balac_1598	NA
Alpha-glucoside utilization	ImoC	Balac_1597	Panose/isomaltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1.53)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1.53	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports panose and isomaltooligosaccharides	RafR	characterized	27502277	fig|580050.3.peg.1576	Balac_1597	NA
Alpha-glucoside utilization	ImoD	NA	Putative panose/isomaltooligosaccharide ABC transporter-1 substrate-binding component (TC 3.A.1.1)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport panose and isomaltooligosaccharides	ImoR	predicted_new	NA	fig|216816.147.peg.1449	CJO32_07215	NA
Alpha-glucoside utilization	ImoE	NA	Putative panose/isomaltooligosaccharide ABC transporter-1 permease component 1 (TC 3.A.1.1)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport panose and isomaltooligosaccharides	ImoR	predicted_new	NA	fig|216816.147.peg.1450	CJO32_07220	NA
Alpha-glucoside utilization	ImoF	NA	Putative panose/isomaltooligosaccharide ABC transporter-1 permease component 2 (TC 3.A.1.1)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport panose and isomaltooligosaccharides	ImoR	predicted_new	NA	fig|216816.147.peg.1451	CJO32_07225	NA
Alpha-glucoside utilization	ImoD2	NA	Putative panose/isomaltooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport panose and isomaltooligosaccharides	ImoR2	predicted_new	NA	fig|326426.4.peg.603	Bbr_0557	NA
Alpha-glucoside utilization	MelA	NA	Melezitose ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	Mlz	Melezitose utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melezitose	MelR1	characterized	23913435	fig|326426.4.peg.2005	Bbr_1860	Gene in Bifidobacterium breve UCC2003 is upregulated on melezitose. Knockout of the gene decreases the growth of Bifidobacterium breve UCC2003 on melezitose (PMID: 23913435)
Alpha-glucoside utilization	MelB	NA	Melezitose ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	Mlz	Melezitose utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melezitose	MelR1	characterized	23913435	fig|326426.4.peg.2003	Bbr_1859	Gene in Bifidobacterium breve UCC2003 is upregulated on melezitose (PMID: 23913435)
Alpha-glucoside utilization	MelC	NA	Melezitose ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	Mlz	Melezitose utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports melezitose	MelR1	characterized	23913435	fig|326426.4.peg.2002	Bbr_1858	Gene in Bifidobacterium breve UCC2003 is upregulated on melezitose (PMID: 23913435)
Alpha-glucoside utilization	ImoR	NA	Putative panose/isomaltooligosaccharide utilization regulator-1 (LacI family)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in panose and isomaltooligosaccharide utilization	ImoR	predicted_new	NA	fig|216816.147.peg.1448	CJO32_07210	NA
Alpha-glucoside utilization	ImoR2	NA	Putative panose/isomaltooligosaccharide utilization regulator-2 (LacI family)	NA	NA	IMO	Panose and isomaltooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in panose and isomaltooligosaccharide utilization	ImoR2	predicted_new	NA	fig|326426.4.peg.605	Bbr_0558	NA
Alpha-glucoside utilization	MelR1	NA	Transcriptional regulator of melezitose utilization-1 (LacI family)	NA	NA	Mlz	Melezitose utilization	regulator	LacI	NA	Transcriptional repressor of melABCDE. Transcriptional effector: melezitose	MelR2	characterized	24705323	fig|326426.4.peg.2009	Bbr_1864	NA
Alpha-glucoside utilization	MelR2	NA	Transcriptional regulator of melezitose utilization-2 (LacI family)	NA	NA	Mlz	Melezitose utilization	regulator	LacI	NA	Transcriptional repressor	MelR2	characterized	24705323	fig|326426.4.peg.2008	Bbr_1863	NA
Alpha-glucoside utilization	Agl31A	NA	Putative alpha-glucosidase (GH31)	NA	d	NA	Alpha-glucoside utilization	CAZyme	GH31	intracellular	Predicted to release terminal alpha-glucose (D-Glcp) residues	NA	predicted	NA	fig|1680.160.peg.1980	DW147_09555	NA
Alpha-glucoside utilization	Agl31A	NA	Putative alpha-glucosidase (GH31)	NA	d	NA	Alpha-glucoside utilization	CAZyme	GH31	intracellular	Predicted to release terminal alpha-glucose (D-Glcp) residues	AglR	predicted	NA	fig|547043.16.peg.1406	BPSE_1310	NA
Alpha-glucoside utilization	AglA	NA	Predicted alpha-glucoside ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	NA	Alpha-glucoside utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-glucosides	AglR	predicted	NA	fig|547043.16.peg.1403	BPSE_1307	NA
Alpha-glucoside utilization	AglB	NA	Predicted alpha-glucoside ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	NA	Alpha-glucoside utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-glucosides	AglR	predicted	NA	fig|547043.16.peg.1404	BPSE_1308	NA
Alpha-glucoside utilization	AglC	NA	Predicted alpha-glucoside ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	NA	Alpha-glucoside utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport alpha-glucosides	AglR	predicted	NA	fig|547043.16.peg.1405	BPSE_1309	NA
